Variables,Zone,Season,Param_means,Param_vars,Param_sd
NN,Ambient,FALL,0.38961538461538464,1.7028665158371046,1.3049392766857408
NN,Ambient,SPRING,0.16224489795918368,0.002005272108843537,0.04478026472502744
NN,Diffuse,FALL,1.7141666666666666,9.868275352112677,3.141381121754041
NN,Diffuse,SPRING,1.3755223880597016,5.3897160108548166,2.3215761910509887
NN,Offshore,SPRING,0.11666666666666667,0.0019466666666666673,0.044121045620731464
NN,Transition,FALL,2.676388888888889,10.357515158730157,3.2183093634282827
NN,Transition,SPRING,5.673888888888889,66.16776730158733,8.134357215022423
Phosphate,Ambient,FALL,0.10653846153846154,0.001485822021116139,0.03854636196992057
Phosphate,Ambient,SPRING,0.12755102040816327,9.313775510204086e-4,0.03051847884512609
Phosphate,Diffuse,FALL,0.15611111111111112,0.010401564945226918,0.10198806275847638
Phosphate,Diffuse,SPRING,0.1635820895522388,0.0073142469470827655,0.08552337076543912
Phosphate,Offshore,SPRING,0.15833333333333333,0.0011766666666666664,0.034302575219167825
Phosphate,Transition,FALL,0.21027777777777779,0.01834563492063492,0.13544605908122584
Phosphate,Transition,SPRING,0.28555555555555556,0.041768253968253975,0.20437283079767227
Salinity,Ambient,FALL,34.56727403153846,0.0477350763468055,0.21848358370093965
Salinity,Ambient,SPRING,34.61708111591837,0.0011839463350282063,0.03440852125605235
Salinity,Diffuse,FALL,34.082677526944444,1.021904358195184,1.0108928519854041
Salinity,Diffuse,SPRING,34.09023345134328,0.7217099069135824,0.849535112231144
Salinity,Offshore,SPRING,34.605651261666665,1.8352695915802855e-4,0.01354721222827887
Salinity,Transition,FALL,33.33047245666667,3.858190851929725,1.964227800416674
Salinity,Transition,SPRING,32.852835911944446,3.7004447563973666,1.9236540116136702
Silicate,Ambient,FALL,2.996730769230769,28.4781753770739,5.3364946713244175
Silicate,Ambient,SPRING,1.7865306122448978,0.27319812925170045,0.5226835842569579
Silicate,Diffuse,FALL,14.48486111111111,547.70676336072,23.403135759139627
Silicate,Diffuse,SPRING,14.257611940298506,381.2389426956129,19.525341039162743
Silicate,Offshore,SPRING,1.7183333333333333,0.09501666666666668,0.30824773586624554
Silicate,Transition,FALL,31.639722222222222,1981.0074427777786,44.508509779341956
Silicate,Transition,SPRING,43.351388888888884,2010.518138015872,44.83880170138216
TA,Ambient,FALL,2255.8639088269233,258.3187703968362,16.072298230086332
TA,Ambient,SPRING,2257.1892879387756,1928.437377751532,43.91397702043772
TA,Diffuse,FALL,2262.1117163194444,1364.2833363634613,36.93620630713801
TA,Diffuse,SPRING,2265.7459043432837,1844.712593879971,42.950117507173026
TA,Offshore,SPRING,2276.190793,144.74771507778516,12.031114457014578
TA,Transition,FALL,2253.961168472222,1902.1473212226747,43.61361394361484
TA,Transition,SPRING,2275.137557611111,3505.3992207186398,59.20641198990731
Temp_in,Ambient,FALL,26.753014371538463,0.43318712567735257,0.6581695265487096
Temp_in,Ambient,SPRING,24.640156637959183,0.41266846193353124,0.6423927629834658
Temp_in,Diffuse,FALL,26.51954741,0.7279030030573391,0.8531723173294707
Temp_in,Diffuse,SPRING,24.461056309104478,0.8013213264784367,0.895165530211277
Temp_in,Offshore,SPRING,24.38819551,0.045991863731598956,0.21445713728295207
Temp_in,Transition,FALL,26.362989227499998,1.254129546065859,1.1198792551279173
Temp_in,Transition,SPRING,24.399555496944444,1.102015075628466,1.0497690582354129
pH,Ambient,FALL,8.046188213096153,0.005379672808705775,0.07334625286070022
pH,Ambient,SPRING,8.025742138183674,0.007680903347552417,0.08764076304752497
pH,Diffuse,FALL,8.033858693625,0.007224070123377037,0.08499452996150421
pH,Diffuse,SPRING,8.037209634104478,0.014088544058124314,0.11869517285098125
pH,Offshore,SPRING,7.987833333333333,0.0017393666666666546,0.04170571503603139
pH,Transition,FALL,8.035399111944445,0.010000528316475917,0.10000264154749072
pH,Transition,SPRING,8.035675868166667,0.01566055353934916,0.1251421333498401
percent_sgd,Ambient,FALL,0.38128596403846154,0.4507895571128451,0.6714086364598277
percent_sgd,Ambient,SPRING,0.22895626918367346,0.004650706349837992,0.06819608749655652
percent_sgd,Diffuse,FALL,1.844870162875,8.983233006948938,2.997204198407065
percent_sgd,Diffuse,SPRING,1.8173237652089553,6.2977359636107195,2.5095290322310917
percent_sgd,Offshore,SPRING,0.2220068905,0.0015860536425203707,0.03982528898225813
percent_sgd,Transition,FALL,4.0587297530277775,33.0779550523653,5.7513437605802435
percent_sgd,Transition,SPRING,5.517801560027778,32.77193994341508,5.7246781519501235
